,track_name,track_artist,lyrics
13841,Qué Hay de Malo,Jerry Rivera,"[Letra de ""Qué Hay De Malo""]

[Refrán]
A tu padre como de costumbre le ha dado por que tú me olvides
Dice que yo no soy bueno para ti
Te ha prohibido mencionar mi nombre
Aunque sufras todo lo que sufres, alejándote de mí él es feliz

[Pre-Coro]
¿Qué hay de malo en quererte como yo te quiero
Regalarte una flor y vivir para ti
Consolar a tu alma si busca consuelo en mí?
¿Qué hay de malo en amarte como yo te amo
Caminar de tu mano o morir para ti
Refugiarte en un mundo de amor inventado por mí?
¿Será acaso que él jamás se enamoró
Que a mis años nunca tuvo un amor?

[Coro]
¿Qué hay de malo en soñar, qué hay de malo en reír?
¿Qué hay de malo en ser joven y vivir?
¿Qué hay de malo en amar, qué hay de malo en sentir?
¿Qué hay de malo en cantar sólo por ti?
¿Qué hay de malo en quererte como yo a ti te quiero?
¿Qué hay de malo en ser joven, en cantar y en vivir, amor?

[Refrán]
A tu padre como de costumbre le ha dado porque tú renuncies
Al amor que yo guardaba para ti
Te ha prohibido mencionar mi nombre
Aunque sufras todo lo que sufres, alejándote de mí él es feliz

[Pre-Coro]
¿Qué hay de malo en quererte como yo te quiero
Regalarte una flor y vivir para ti
Consolar a tu alma si busca consuelo en mí?
¿Qué hay de malo en amarte como yo te amo
Caminar de tu mano o morir para ti
Refugiarte en un mundo de amor inventado por mí?
¿Será acaso que él jamás se enamoró
Que a mis años nunca tuvo un amor?

[Coro]
¿Qué hay de malo en amar, qué hay de malo en sentir?
¿Qué hay de malo en ser joven y vivir?
¿Qué hay de malo en soñar, qué hay de malo en reír?
¿Qué hay de malo en ser joven y vivir?
¿Qué hay de malo en quererte como yo a ti te quiero?
¿Qué hay de malo en ser joven, en cantar y en vivir, amor?

[Verso 1]
(¿Qué hay de malo en amar, qué hay de malo en sentir?)
¿Qué hay de malo en cantar, si cuando canto sólo lo hago para ti?
(¿Qué hay de malo en amar, qué hay de malo en sentir?)
¿Qué hay de malo en amar, en vivir, en ser joven y reír?

[Puente]
Baby, te quiero
No te olvides de mí, please!

[Verso 2]
(¿Qué hay de malo en amar?)
¿Qué hay de malo?
(¿Qué hay de malo en sentir?)
Cuando se adora, cuando se quiere
Cuando se siente de esta manera, el amor no tiene fin
(¿Qué hay de malo en amar, qué hay de malo en sentir?)
Tu padre dice que me olvides, que te alejes de mí
Que no soy bueno para ti

[Outro]
¿Qué hay de malo en soñar, qué hay de malo en reír?
¿Qué hay de malo en ser joven y vivir?
¿Qué hay de malo en quererte como yo a ti te quiero?
¿Qué hay de malo en ser joven, en cantar y en vivir, amor?
"
13806,Call Me Over,Dusky Grey,"[Verse 1]
I can't sleep when I think of you there
You're so hard to find in an empty room, yeah
Why'd I keep holding on to you
Feel my mind turning into two

[Pre-Chorus]
I've been running from myself, haven't you, too?
Feel like I've been someone else, what would you do?
I've been running from myself
I feel like I've been someone else
And now I know

[Chorus]
Call me over, gotta get some love
I'm out of my mind
Hold up, hold up
I'm wasted and I'm blind
Call me over, gotta get this right
With you by my side
My love, my love
We're losing on a high

[Verse 2]
You know I know I can see right through, yeah
Blow after blow, it's your golden rule, yeah, oh-oh
And we can't get away 'cause it's not for you to say
I found another way, follow your heart and make a change

[Pre-Chorus]
I've been running from myself, haven't you, too?
Feel like I've been someone else, what would you do?
I've been running from myself
I feel like I've been someone else
And now I know

[Chorus]
Call me over, gotta get some love
I'm out of my mind
Hold up, hold up
I'm wasted and I'm blind
Call me over, gotta get this right
With you by my side
My love, my love
We're losing on a high

[Post-Chorus]
Call me over
With you by my side
My love, my love
Call me over
Away from these lies
My love, my love
We're losing on a high

[Bridge]
No more looking back
Over our shoulders
No more holding back
We're closer to closure

[Pre-Chorus]
And I've been running from myself
I feel like I've been someone else
I've been running from myself
I feel like I've been someone else
What would you do?

[Chorus]
Call me over, gotta get some love
I'm out of my mind
Hold up, hold up
I'm wasted and I'm blind
Call me over, gotta get this right
With you by my side
My love, my love
We're losing on a high

[Outro]
Call me over (My love, my love)
With you by my side
My love, my love
Call me over (My love, my love)
Away from these lies
My love, my love
We're losing on a high
"
13814,Old Man,Andrelli,"[Verse 1]
Old man
Where you're coming from
Old man
Searching bins for those old cans
What has brought you here
Old man
Could you tell me a story
Easy will follow
Glory couldn't have brought you here

[Chorus]
Don't waste your time on me
He said
Don't waste your time on me
He said
Don't waste your time on me
I'm still searching for the sun
Don't waste your time on me
Let's be worth it for the fun
Don't waste your time on me

Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me

[Verse 2]
Old man
Where you're coming from
Old man
Searching bins for those old cans
What has brought you here

Old man
Could you tell me a story
Cause you lived it before me
What is there to find

[Chorus]
Don't waste your time on me
He said
Don't waste your time on me
He said
Don't waste your time on me
I'm still searching for the sun
Don't waste your time on me
Let's be worth it for the fun
Don't waste your time on me

Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me

[Refrain]
Old man
Could you tell me a story
Cause you lived it before me
What is there to find

Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
Don't waste your time on me
"
13847,La Plata,Juanes,"[Letra de ""La Plata"" ft. Lalo Ebratt]

[Intro: Juanes]
Parce, venga, yo le digo una cosa hermano, vea
Esto es un vallenato
¡Ay, ombe!

[Pre-Coro: Juanes]
Se fue la plata y quedó la pena por tanta rumba pa' olvidarte (Uoh)
Ya no hay manera de consolarme
Si no me dejas enamorarte
Ya no hay manera de consolarme
Si no me dejas enamorarte
Y ese besito que me diste en la boca (Ay)
Me trae la mente loca
Porque tu corazón es libre y viajero (Uh, ¿qué?)
Si yo por vos me muero (¡Ay, ombe!)

[Coro: Juanes]
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso'
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Otra vez)
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso'
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Oye)
Mi corazón no es sólo tuyo (¿Ah?)
Pero por hoy yo te lo presto

[Post-Coro: Juanes]
De Colombia para el mundo, papa
Eh, oh, eh, oh, eh, oh

[Verso 1: Lalo Ebratt & Juanes]
(L-A-L-O)
Yo a ti te saque un rato
Raro, caro y no barato
Por ti rescato un gato
Vomito flow en un plato
Tú tiene' algo Kardashian y yo tengo algo de mulato (Brru)
Y tengo de superhéroe lo que Juanes de vallenato (Rra)
Ahí, na' má', que quieren las mujere'
Ahí, na' má', un movimiento plebe (Wuh)
Ahí, na' má', y tome pa' que lleve
Y tengo de superhéroe lo que Juanes de vallenato (Rra)
Ahí, na' má', que quieren las mujere'
Ahí, na' má', un movimiento plebe (Wuh)
Ahí, na' má', y tome pa' que lleve
¡Ay, ombe! (Jaja)

[Coro: Juanes & Lalo Ebratt]
Si yo te quiero con el alma (Eh)
Si yo te quiero hasta los hueso' (Ay)
Mi corazón no es sólo tuyo (No es sólo-sólo)
Pero por hoy yo te lo presto (Otra vez)
Si yo te quiero con el alma (Ay, mujer)
Si yo te quiero hasta los hueso' (¿Cómo?)
Mi corazón no es sólo tuyo (¿Qué? Tuyo)
Pero por hoy yo te lo presto (Yo te lo presto, mami)
Mi corazón no es sólo tuyo (¿Qué? Tuyo, mami)
Pero por hoy yo te lo presto

[Pre-Coro: Juanes & Lalo Ebratt]
Se fue la plata y quedó la pena por tanta rumba pa' olvidarte (Ajá)
Ya no hay manera de consolarme (¿Cómo?)
Si no me dejas enamorarte
Ya no hay manera de consolarme
Si no me dejas enamorarte (Ay ombe, mami)

[Coro: Juanes & Lalo Ebratt]
Si yo te quiero con el alma (Alma)
Si yo te quiero hasta los hueso' (Hueso')
Mi corazón no es sólo tuyo (No es sólo-sólo, tuyo)
Pero por hoy yo te lo presto (Dale, déjame)
Si yo te quiero con el alma (Hey)
Si yo te quiero hasta los hueso' (Otra vez)
Mi corazón no es sólo tuyo (No es sólo-sólo, tuyo)
Pero por hoy yo te lo presto (Yo te lo presto, mami)
Mi corazón no es sólo tuyo (No es tuyo, mami)
Pero por hoy yo te lo presto

[Outro: Juanes & Lalo Ebratt]
De Colombia para el mundo, papa (Eh)
Ay, compadre Juanes (Oh)
(¿Cómo? Eh)
Ay, compadre Lalo (Oh)
(Ajá, eh)
Jaja, eh (Oh)
Oye, vallenato 2035
"
13817,Journey,BUNT.,"[Verse 1]
Sand beneath my toes
I feel at ease
Tide creeping in with that summer breeze

[Chorus]
My shoulders feel light
Finally I can breath
While in the winter times
I will leave to follow that summertime breeze

[Verse 2]
Darling, you can't stay here
Come with me
How can you resist that summer breeze?

[Chorus]
My shoulders feel light
Finally I can breath
While in the winter times
I will leave to follow that summertime breeze
To follow that summertime breeze
"
13843,El Gran Varon,Willie Colón,"[Letra de ""El Gran Varón""]

[Intro]
En la sala de un hospital, a las 9:43 nació Simón
Es el verano del '56, el orgullo de Don Andrés, por ser varón
Fue criado como los demás
Con mano dura, con severidad, nunca opinó
""Cuando crezcas vas a estudiar la misma vaina que tu papá
Óyelo bien, tendrás que ser un gran varón""

[Verso 1]
Al extranjero se fue Simón
Lejos de casa se le olvidó aquel sermón
Cambió la forma de caminar
Usaba falda, lapiz labial, y un carterón
Cuenta la gente que un día el papá
Fue a visitarlo sin avisar, ¡vaya qué error!
Y una mujer le habló al pasar
Le dijo: ""Hola, ¿qué tal, papá? ¿cómo te va?
¿No me conoces? Yo soy Simón
Simón, tu hijo, el gran varón""

[Pregón]
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza

[Verso 2]
Se dejó llevar por lo que dice la gente
Su padre jamás le habló, lo abandonó para siempre
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
Y no te quejes, Andrés, no te quejes por nada
Si del cielo te caen limones, aprende a hacer limonada

[Verso 3]
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
Y mientras pasan los años, el viejo cediendo un poco
Simón ya ni le escribía, Andrés estaba furioso
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
Por fin hubo noticia de dónde su hijo estaba
Andrés nunca olvidó el día de esa triste llamada

[Puente]
A-le-le-lelele, a-le-lelele
A-lelele-lele
A-le-le-lelele, a-le-lelele
A-lelele-lele

En la sala de un hospital
De una extraña enfermedad, murió Simón
Es el verano del '86
Al enfermo de la cama 10 nadie lloró
Simón, Simó-ó-ó-ó-ó-ó-ó-ón, Simón

[Verso 4]
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
Hay que tener compasión, basta ya de moraleja
El que esté libre de pecado que tire la primera piedra
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza
El que nunca perdona tiene destino cierto
De vivir amargos recuerdos en su propio infierno
No se puede corregir a la naturaleza
Palo que nace dobla'o, jamás su tronco endereza

[Outro]
A-le-le-lelele, a-le-lelele
A-lelele-lele
A-le-le-lelele, a-le-lelele
"
13824,Parecen Viernes,Marc Anthony,"[Letra de ""Parecen Viernes""]

[Verso 1]
Tú eres ese fuego y yo el cigarro
Me enciendes y me apagas con tus labios
Tu cuerpo es ese mal tan necesario
Te miento si no digo que te necesito a diario

[Pre-Coro]
Y aunque duela, tú ere' de las cosas que no me arrepiento
Estoy seguro que lo dejarás en cualquier momento
Mientras tanto, me consuelo solo con un par de besos
Yo estoy seguro que lo dejarás, todo es cuestión de tiempo

[Coro]
Contigo todos los lunes parecen viernes
De día es él y de noche me perteneces
Contigo todos los lunes parecen viernes
Con él te vas y conmigo siempre te vienes
Así ere’ tú, y así soy yo
Sé que no somos nada, pero nos damo' todo
Así ere' tú, y así soy yo
Y aunque no somos nada, nos damos de todo (¡Eso!)

[Pre-Coro]
Y aunque duela, tú ere’ de las cosa' que no me arrepiento
Estoy seguro que lo dejarás en cualquier momento
Mientras tanto, me consuelo solo con un par de besos
Yo estoy seguro que lo dejarás, todo es cuestión de tiempo

[Coro]
Contigo todos los lunes parecen viernes
De día es él y de noche me perteneces
Contigo todos los lunes parecen viernes
Con él te vas y conmigo siempre te vienes
Y así ere' tú, y así soy yo
Sé que no somos nada, pero nos damo' todo
Así ere' tú, y así soy yo
Y aunque no somo' nada, nos damo' de todo (¡Eso!)

[Interludio]
Willation
Guiankation
¿Qué hago con esta información?
¿Sabe' lo que viene, sabe’?
¡Uy!

[Refrán]
(Contigo to’ los lunes)
(Por lo que se siente, me parecen viernes)
De día tú eres de él, de noche me perteneces
(Contigo to' los lunes)
(Por lo que se siente, me parecen viernes)
No sé por qué tú me tratas así
Me apagas y luego me enciendes
(Contigo to’ los lunes) Con él te vas
(Por lo que se siente) Dime, mamá
(Me parecen viernes) ¿Por qué te vas?
Ey, ey

[Outro]
¡Ataca Sergio!
Uy
Já
Me parecen viernes
Me parecen viernes
Me parecen viernes
"
13820,Fade Away,Sam Feldt,"[Verse 1]
Take it slowly
'Cause it feels like time has got something to show me
Through a crowded room, look at me like you know me
Ain't it funny how a second last forever, when we're together?
And I might get enough one day
But I won't let this feeling fade away

[Pre-Chorus]
I know it won't stop if we turn our love up
Why should we change? We were amazing yesterday
Remove the pressure and if it's meant forever
I'll make you stay

[Chorus]
Don't let this feeling fade away
Don't let this feeling fade away

[Verse 2]
Don't you hurry
I will show you all the treasures that I've bury
Try to hide but you just always see right through me
Sometimes I feel like giving up
But you're the reason that I'm not leaving

[Pre-Chorus]
I know it won't stop if we turn our love up
Why should we change? We were amazing yesterday
Remove the pressure and if it's meant forever
I'll make you stay

[Chorus]
Don't let this feeling fade away
Don't let this feeling fade away

[Bridge]
I know it won't stop if we turn our love up
Why should we change? We were amazing yesterday
Remove the pressure and if it's meant forever
I'll make you stay

[Chorus]
Don't let this feeling fade away
Don't let this feeling fade away
"
13832,Nunca Es Suficiente,Los Angeles Azules,"[Letra de ""Nunca Es Suficiente"" ft. Natalia Lafourcade]

[Verso 1: Natalia Lafourcade]
Nunca es suficiente para mí
Porque siempre quiero más de ti
Yo quisiera hacerte más feliz
Hoy, mañana, siempre, hasta el fin
Mi corazón estalla por tu amor
¿Y tú qué crees? ¿Que esto es muy normal?
Acostumbrado estás tanto al amor
¿Que no lo ves? Yo nunca he estado así
Si de casualidad
Me ves llorando un poco
Es porque yo te quiero a ti

[Coro: Natalia Lafourcade]
Y tú te vas, jugando a enamorar
Todas las ilusiones vagabundas que se dejan alcanzar
Y no verás que lo que yo te ofrezco es algo incondicional
Y tú te vas, jugando a enamorar
Te enredas por las noches, entre historias que nunca tienen final
Te perderás dentro de mis recuerdos por haberme hecho llorar

[Verso 2: Natalia Lafourcade]
Nunca es suficiente para mí
Porque siempre quiero más de ti
No ha cambiado nada mi sentir
Aunque me haces mal, te quiero aquí
Mi corazón estalla de dolor
¿Cómo evitar que se fracture en mil?
Acostumbrado estás tanto al amor
¿Que no lo ves? Yo nunca he estado así
Si de casualidad
Me ves llorando un poco
Es porque yo te quiero a ti

[Coro: Natalia Lafourcade]
Y tú te vas, jugando a enamorar
Todas las ilusiones vagabundas que se dejan alcanzar
Y no verás que lo que yo te ofrezco es algo incondicional
Incondicional
Y tú te vas, jugando a enamorar
Te enredas por las noches, entre historias que nunca tienen final
Te perderás dentro de mis recuerdos por haberme hecho llorar

[Interludio: Natalia Lafourcade & Elías ""El Doc"" Mejía]
De Iztapalapa para el mundo
Con amor: ¡Los Ángeles Azules!
Yo quería hacerte más feliz
Y te acostumbraste tanto a mi amor
Que mi corazón estalla de dolor

[Coro: Natalia Lafourcade]
Y tú te vas, jugando a enamorar
Te enredas por las noches, entre historias que nunca tienen final
Te perderás dentro de mis recuerdos por haberme hecho llorar
Te perderás dentro de mis recuerdos por haberme hecho llorar
"
13811,Home,Topic,"[Verse 1: Nico Santos]
I'm halfway gone
We fought long enough, long enough and
We were holding ropes
But untied to love, untied to love saying
If we had a moment we could ignite
Instead it seems we're trying hard to start a fight
'long these streets you read my words in the night
You hear me call

[Pre-Chorus]
Let me come home to you, let me come home to you again
Don't let me lose you too
Your smile still echoes through my head
Let me come home to you, let me come home to you again
Don't let me lose you too
Tell me would you let me in

[Chorus]
Home again
Home again

[Verse 2: Nico Santos]
I'm losing light, see me burning out, burning out and
I guess all these nights will be lonely hours, lonely hours thinking
If we had a moment we could ignite
Instead it seems we're trying hard to start a fight
'long these streets you read my words in the night
You hear me call

[Pre-Chorus]
Let me come home to you, let me come home to you again
Don't let me lose you too
Your smile still echoes through my head
Let me come home to you, let me come home to you again
Don't let me lose you too
Tell me would you let me in

[Chorus]
Home again
Home again
"
13849,Qué Precio Tiene el Cielo,Marc Anthony,"[Letra de ""Qué Precio Tiene el Cielo (Salsa)""]

[Verso 1]
¿Cómo es que te amo así, con todo el pensamiento?
¿Cómo lograste entrar así sin preguntar robándote el momento?
¿Cómo es que te amo así, sin tanto sufrimiento?
¿Cómo es que es natural que cada amanecer quiero parar el tiempo?

[Pre-Coro]
Y es que te he dado todo, y nada es suficiente
No porque me lo pides, sino porque faltan frenos al quererte
Oh, oh

[Coro]
¿Qué precio tiene el cielo?
Que alguien me lo diga
Que más que darte amor, yo quiero regalarte el azul de los días
¿Qué precio tiene el cielo?
Que alguien me lo diga
Si yo con esta historia siento que la gloria ha llegado a mi vida
¿Qué precio tiene el cielo?
Que alguien me lo diga
Yo pago con mi alma sin temor a nada, yo te doy mi vida
Oh, oh

[Verso 2]
Esta noche te doy de todo cuanto tengo
Y no me doy basto cómo imaginar qué mundo yo te invento
Y desde aquí se ven las nubes y los vientos
Por eso aquí te traje porque por lo pronto es todo lo que tengo

[Pre-Coro]
Es que te he dado todo, y nada es suficiente
No porque me lo pides, sino porque faltan frenos al quererte
Oh, oh, oh

[Coro]
¿Qué precio tiene el cielo?
Que alguien me lo diga
Que más que darte amor, yo quiero regalarte el azul de los días
¿Qué precio tiene el cielo?
Que alguien me lo diga
Si yo con esta historia siento que la gloria ha llegado a mi vida
¿Qué precio tiene el cielo?
Que alguien me lo diga
Yo pago con mi alma sin temor a nada, yo te doy mi vida
Eternamente yo te inventaría, como ésta tantas otras melodías
Para no faltarte si te falto un día

[Instrumental]

[Refrán]
(¿Qué precio tiene?
Dime qué precio tiene, tiene)
Quiero regalarte el azul de los días
La Luna, los mares, mi vida
(¿Qué precio tiene?)
Ave maría
(Dime qué precio tiene, tiene)
Y es que te he dado de todo y nada es suficiente
(¿Qué precio tiene?)
Te lo digo de frente
(Dime qué precio tiene, tiene)
Oye, mamá, te lo voy a dar
Con mi alma lo voy a pagar

[Instrumental]
Chichí
Oh, oh, va
Oh, oh, ma'
Chicí
Ataca Sergio
Jaja

[Refrán 2]
(Que me lo digan, que me lo digan)
Alguien que me lo digan
(Alguien que me lo diga, que me lo digan)
(Que me lo digan, que me lo digan)
(Alguien que me lo diga, que me lo digan)
(Que me lo digan, que me lo digan)
(Alguien que me lo diga, que me lo digan)
"
13808,The Sun,Parov Stelar,"[Verse 1: Graham Candy]
Hop back to my home, the only place I feel alone
I need the foreign soil
Sun rising under my feet, these kids are out here
They are my family
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun

[Chorus: Graham Candy]
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun
Don't stop, you got to move
Keep moving on, moving on
I'm never gonna stop
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun

[Post-Chorus: Graham Candy]
I'm gonna follow the sun
I'm gonna follow the sun

[Verse 2: Graham Candy]
Don't stop, you got to move
Keep moving on, moving on
I'm never gonna stop
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun, follow the sun

[Bridge: Graham Candy]
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh

[Chorus: Graham Candy]
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun
Now I'm gonna tell my momma. that I'm a traveler
I'm gonna follow the sun
Don't stop, you got to move
Keep moving on, keep moving on
I'm never gonna stop
Now I'm gonna tell my momma, that I'm a traveler
I'm gonna follow the sun

[Outro: Graham Candy]
I'm gonna follow the sun
I'm gonna follow the sun
I'm gonna follow the sun
I'm gonna follow the sun
I'm gonna follow the sun
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh
Follow the sun
"
13839,Lo Que Te Di,Marc Anthony,"[Verso 1]
Tal vez buscabas otra cosa
Perdona los inconvenientes y demoras
Te confundías de persona
No doy amor por conveniencia te equivocas

[Pre-Estribillo]
Y no te niego por un rato fue muy bueno
Y no te niego de momento fui feliz
Y aunque pensé que lo que diste fue sincero
Fue poco al lado de lo que yo te di

[Estribillo]
Lo que te di, nadie lo compra con dinero
Lo que te di sin condición fue amor del bueno
Es que te di mi corazón en un pañuelo
Y recibí sus restos en un trapo viejo
Que seas feliz, te dejo ir
Con lo que te di

[Verso 2]
Tal vez buscabas otra cosa
No doy amor por conveniencia, te equivocas
Y no te niego por un rato fue muy bueno
Y no te niego de momento fui feliz
Y aunque pensé que lo que diste fue sincero
Fue poco al lado de lo que yo te di

[Estribillo]
Lo que te di nadie lo compra con dinero
Lo que te di sin condición fue amor del bueno
Es que te di mi corazón en un pañuelo
Y recibí sus restos en un trapo viejo
Que seas feliz, te dejo ir
Con lo que te di
Eso

[Post-Estribillo]
(Sé que te di todo, todo te lo di)
Ay, te lo di, te lo di, te lo di
(Sé que te di todo)
Y no te niego que fui feliz
(Todo lo te lo di)
Se feliz, te dejo ir
(Sé que te di todo)
Todo, todo
(Todo te lo di)
¡Eso!

[Outro]
(Yo no sé, como fue)
(Dime que, como no me di cuenta, no sé)
(Como fue, dime que)
(Como no me di cuenta no sé)
"
13840,Fabricando Fantasías,Tito Nieves,"[Letra de ""Fabricando Fantasías""]

[Verso 1]
Quisiera poder hablarte, decirte cuánto te amo
Y abrazarte, como antes
Quisiera sentir tu risa
Volver a a tocar tus manos, siempre tibias, cada día
Quisiera verte despertar a lado mío
Que dios me escuche y pueda darme lo que pido

[Coro]
Vivo en mundo de mentiras, fabricando fantasías
Para no llorar, ni morir por tu recuerdo
Vivo malgastando horas, evitando estar a solas
Para no pensar, pero tu imagen donde quiera está presente
Yo no he podido superar perderte

[Verso 2]
Quisiera ganar el tiempo que se me escapó
Y no dije: ""Me arrepiento, lo siento""
Quisiera escribir un libro
Para que no se me olvide, lo vivido contigo
Quisiera verte despertar a lado mÍo
Que dios me escuche y pueda darme lo que pido

[Coro]
Vivo en mundo de mentiras, fabricando fantasías
Para no llorar, ni morir por tu recuerdo
Vivo malgastando horas, evitando estar a solas
Para no pensar, pero tu imagen donde quiera está presente
Yo no he podido superar
Tanta tristeza ,que siempre deja
Ese sabor amargo de tu ausencia
Vivir sin verte, cuánto me duele
La vida va pasando y tú no vuelves
Huy

[Instrumental]

[Refrán]
(Vivo en mundo de mentiras, fabricando fantasías)
No escucho tu voz ni tu risa
(Vivo en un mundo de mentiras)
Tu fuiste la luz de mi vida
(Fabricando fantasías)
No ha sido fácil para mí tu despedida
(Vivo en un mundo de mentiras)
Sufro por tu ausencia día tras día
(Fabricando fantasías)
Alíviame este dolor Dios mío que no se me quita

[Instrumental]
Y dice
Wuh

[Refrán]
(Fabricando fantasías)
Vaya, Sergio
(Fabricando fantasías)

[Coro]
Vivo en mundo de mentiras, fabricando fantasías
Para no llorar, ni morir por tu recuerdo
Vivo malgastando horas, evitando estar a solas
Para no pensar, pero tu imagen donde quiera está presente
No he podido superar perderte
"
13807,World Can Wait,Sam Feldt,"[Verse 1]
Can't turn around now
We ain't got much to go
To an island we call home now
Haven't found yet
What we're looking for
But we ain't gonna stop now

[Pre-Chorus]
And we're tougher when the wind blows
We'll be riding the storm, just riding the storm now
To get to where we wanna go
We'll be riding the storm, just riding the storm now

[Chorus]
Let's take our time 'cause
The world can wait, the world can wait
Let's take our time 'cause
The world can wait, the world can wait
Haven't got the money, but we ain't no [?]
Let's take our time 'cause
The world can wait, the world can...

[Post-Chorus]
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can

[Verse 2]
Go to riptide, we'll be rolling like stones
We have fire in our bones
Every moment we live life how we know
Make it our show

[Pre-Chorus]
And we're tougher when the wind blows
We'll be riding the storm, just riding the storm now
To get to where we wanna go
We'll be riding the storm, just riding the storm now

[Chorus]
Let's take our time 'cause
The world can wait, the world can wait
Let's take our time 'cause
The world can wait, the world can wait
Haven't got the money, but we ain't no [?]
Let's take our time 'cause
The world can wait, the world can...

[Post-Chorus]
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can
Wait, the world can
The world can wait, the world can
"
13842,Oye Mujer,Raymix,"[Letra de ""Oye Mujer""]

[Verso: Raymix]
Oye mujer
Lo que has provocado en mí
No tengo explicación
Me hundo en la emoción
Qué sucede
Oye mujer
Tú me has conquistado y yo
Ni como decir lo que yo haría por ti
Yo te amo

[Coro]
Oye mujer
Yo solo quiero darte un beso, no más
Decirte lo que siento
Cobijarte entre mis brazos y ya
No más

[Puente]
(Y esto es la electro cumbia
Con la voz y el estilo de Raymix
Desde san Jose del vidrio Estado de México
Y échale mundo)

[Verso 2]
Oye mujer yo me he enamorado de ti
Y puedo ver la miel y un pétalo en tu piel
Y soy nada
Oye mujer
Tú me has conquistado y yo
Ni como decir lo que yo haría por ti
Yo te amo

[Coro]
Oye mujer
Yo solo quiero darte un beso no más
Decirte lo que siento
Cobijarte entre mis brazos y ya

Oye mujer
Yo solo quiero darte un beso no más
Decirte lo que siento
Cobijarte entre mis brazos y ya

[Outro]
No más
"
